 Subject           Activity                                 Measurement     Mean
       4 WALKING_DOWNSTAIRS                     TimeBodyGyroscopicMeanX -0.10284
       4 WALKING_DOWNSTAIRS                     TimeBodyGyroscopicMeanY -0.07040
       4 WALKING_DOWNSTAIRS                     TimeBodyGyroscopicMeanZ  0.05926
       4 WALKING_DOWNSTAIRS                   TimeBodyGyroscopicStdDevX -0.37024
       4 WALKING_DOWNSTAIRS                   TimeBodyGyroscopicStdDevY -0.69945
       4 WALKING_DOWNSTAIRS                   TimeBodyGyroscopicStdDevZ -0.49848
       4 WALKING_DOWNSTAIRS                 TimeBodyGyroscopicJerkMeanX -0.09213
       4 WALKING_DOWNSTAIRS                 TimeBodyGyroscopicJerkMeanY -0.03484
       4 WALKING_DOWNSTAIRS                 TimeBodyGyroscopicJerkMeanZ -0.04928
       4 WALKING_DOWNSTAIRS               TimeBodyGyroscopicJerkStdDevX -0.39600
       4 WALKING_DOWNSTAIRS               TimeBodyGyroscopicJerkStdDevY -0.81686
       4 WALKING_DOWNSTAIRS               TimeBodyGyroscopicJerkStdDevZ -0.32578
       4 WALKING_DOWNSTAIRS            TimeBodyAccelartionMagnitudeMean -0.04916
       4 WALKING_DOWNSTAIRS          TimeBodyAccelartionMagnitudeStdDev -0.08196
       4 WALKING_DOWNSTAIRS         TimeGravityAccelartionMagnitudeMean -0.04916
       4 WALKING_DOWNSTAIRS       TimeGravityAccelartionMagnitudeStdDev -0.08196
       4 WALKING_DOWNSTAIRS        TimeBodyAccelartionJerkMagnitudeMean -0.22885
       4 WALKING_DOWNSTAIRS      TimeBodyAccelartionJerkMagnitudeStdDev -0.21686
       4 WALKING_DOWNSTAIRS             TimeBodyGyroscopicMagnitudeMean -0.34661
       4 WALKING_DOWNSTAIRS           TimeBodyGyroscopicMagnitudeStdDev -0.38057
       4 WALKING_DOWNSTAIRS         TimeBodyGyroscopicJerkMagnitudeMean -0.59284
       4 WALKING_DOWNSTAIRS       TimeBodyGyroscopicJerkMagnitudeStdDev -0.63708
       4 WALKING_DOWNSTAIRS               FrequencyBodyAccelartionMeanX -0.07224
       4 WALKING_DOWNSTAIRS               FrequencyBodyAccelartionMeanY -0.12961
       4 WALKING_DOWNSTAIRS               FrequencyBodyAccelartionMeanZ -0.49468
       4 WALKING_DOWNSTAIRS             FrequencyBodyAccelartionStdDevX  0.03901
       4 WALKING_DOWNSTAIRS             FrequencyBodyAccelartionStdDevY -0.32253
       4 WALKING_DOWNSTAIRS             FrequencyBodyAccelartionStdDevZ -0.51269
       4 WALKING_DOWNSTAIRS           FrequencyBodyAccelartionJerkMeanX -0.16163
       4 WALKING_DOWNSTAIRS           FrequencyBodyAccelartionJerkMeanY -0.17294
       4 WALKING_DOWNSTAIRS           FrequencyBodyAccelartionJerkMeanZ -0.58392
       4 WALKING_DOWNSTAIRS         FrequencyBodyAccelartionJerkStdDevX -0.20825
       4 WALKING_DOWNSTAIRS         FrequencyBodyAccelartionJerkStdDevY -0.17720
       4 WALKING_DOWNSTAIRS         FrequencyBodyAccelartionJerkStdDevZ -0.66887
       4 WALKING_DOWNSTAIRS                FrequencyBodyGyroscopicMeanX -0.24030
       4 WALKING_DOWNSTAIRS                FrequencyBodyGyroscopicMeanY -0.71755
       4 WALKING_DOWNSTAIRS                FrequencyBodyGyroscopicMeanZ -0.31831
       4 WALKING_DOWNSTAIRS              FrequencyBodyGyroscopicStdDevX -0.41492
       4 WALKING_DOWNSTAIRS              FrequencyBodyGyroscopicStdDevY -0.69152
       4 WALKING_DOWNSTAIRS              FrequencyBodyGyroscopicStdDevZ -0.62166
       4 WALKING_DOWNSTAIRS       FrequencyBodyAccelartionMagnitudeMean -0.01907
       4 WALKING_DOWNSTAIRS     FrequencyBodyAccelartionMagnitudeStdDev -0.26364
       4 WALKING_DOWNSTAIRS   FrequencyBodyAccelartionJerkMagnitudeMean -0.17530
       4 WALKING_DOWNSTAIRS FrequencyBodyAccelartionJerkMagnitudeStdDev -0.28043
       4 WALKING_DOWNSTAIRS        FrequencyBodyGyroscopicMagnitudeMean -0.42921
       4 WALKING_DOWNSTAIRS      FrequencyBodyGyroscopicMagnitudeStdDev -0.45767
       4 WALKING_DOWNSTAIRS    FrequencyBodyGyroscopicJerkMagnitudeMean -0.62175
       4 WALKING_DOWNSTAIRS  FrequencyBodyGyroscopicJerkMagnitudeStdDev -0.68547
       4            SITTING                    TimeBodyAccelartionMeanX  0.27154
       4            SITTING                    TimeBodyAccelartionMeanY -0.00716
       4            SITTING                    TimeBodyAccelartionMeanZ -0.10587
       4            SITTING                  TimeBodyAccelartionStdDevX -0.98031
       4            SITTING                  TimeBodyAccelartionStdDevY -0.89022
       4            SITTING                  TimeBodyAccelartionStdDevZ -0.93220
       4            SITTING                 TimeGravityAccelartionMeanX  0.86930
       4            SITTING                 TimeGravityAccelartionMeanY  0.21162
       4            SITTING                 TimeGravityAccelartionMeanZ  0.11012
       4            SITTING               TimeGravityAccelartionStdDevX -0.98141
       4            SITTING               TimeGravityAccelartionStdDevY -0.93273
       4            SITTING               TimeGravityAccelartionStdDevZ -0.95095
       4            SITTING                TimeBodyAccelartionJerkMeanX  0.07845
       4            SITTING                TimeBodyAccelartionJerkMeanY -0.01086
       4            SITTING                TimeBodyAccelartionJerkMeanZ -0.01215
       4            SITTING              TimeBodyAccelartionJerkStdDevX -0.97674
       4            SITTING              TimeBodyAccelartionJerkStdDevY -0.94460
       4            SITTING              TimeBodyAccelartionJerkStdDevZ -0.97904
       4            SITTING                     TimeBodyGyroscopicMeanX -0.04944
       4            SITTING                     TimeBodyGyroscopicMeanY -0.08943
       4            SITTING                     TimeBodyGyroscopicMeanZ  0.10115
       4            SITTING                   TimeBodyGyroscopicStdDevX -0.97013
       4            SITTING                   TimeBodyGyroscopicStdDevY -0.95847
       4            SITTING                   TimeBodyGyroscopicStdDevZ -0.92797
       4            SITTING                 TimeBodyGyroscopicJerkMeanX -0.09695
       4            SITTING                 TimeBodyGyroscopicJerkMeanY -0.04185
       4            SITTING                 TimeBodyGyroscopicJerkMeanZ -0.04900
       4            SITTING               TimeBodyGyroscopicJerkStdDevX -0.96990
       4            SITTING               TimeBodyGyroscopicJerkStdDevY -0.98444
       4            SITTING               TimeBodyGyroscopicJerkStdDevZ -0.96880
       4            SITTING            TimeBodyAccelartionMagnitudeMean -0.93569
       4            SITTING          TimeBodyAccelartionMagnitudeStdDev -0.91441
       4            SITTING         TimeGravityAccelartionMagnitudeMean -0.93569
       4            SITTING       TimeGravityAccelartionMagnitudeStdDev -0.91441
       4            SITTING        TimeBodyAccelartionJerkMagnitudeMean -0.97013
       4            SITTING      TimeBodyAccelartionJerkMagnitudeStdDev -0.96255
       4            SITTING             TimeBodyGyroscopicMagnitudeMean -0.92606
       4            SITTING           TimeBodyGyroscopicMagnitudeStdDev -0.92890
       4            SITTING         TimeBodyGyroscopicJerkMagnitudeMean -0.98049
       4            SITTING       TimeBodyGyroscopicJerkMagnitudeStdDev -0.97581
       4            SITTING               FrequencyBodyAccelartionMeanX -0.97746
       4            SITTING               FrequencyBodyAccelartionMeanY -0.90578
       4            SITTING               FrequencyBodyAccelartionMeanZ -0.95178
       4            SITTING             FrequencyBodyAccelartionStdDevX -0.98191
       4            SITTING             FrequencyBodyAccelartionStdDevY -0.88947
       4            SITTING             FrequencyBodyAccelartionStdDevZ -0.92700
       4            SITTING           FrequencyBodyAccelartionJerkMeanX -0.97685
       4            SITTING           FrequencyBodyAccelartionJerkMeanY -0.94430
       4            SITTING           FrequencyBodyAccelartionJerkMeanZ -0.97515
       4            SITTING         FrequencyBodyAccelartionJerkStdDevX -0.97878
       4            SITTING         FrequencyBodyAccelartionJerkStdDevY -0.94929
       4            SITTING         FrequencyBodyAccelartionJerkStdDevZ -0.98170
       4            SITTING                FrequencyBodyGyroscopicMeanX -0.96059
       4            SITTING                FrequencyBodyGyroscopicMeanY -0.96758
       4            SITTING                FrequencyBodyGyroscopicMeanZ -0.93378
       4            SITTING              FrequencyBodyGyroscopicStdDevX -0.97333
       4            SITTING              FrequencyBodyGyroscopicStdDevY -0.95412
       4            SITTING              FrequencyBodyGyroscopicStdDevZ -0.93287
       4            SITTING       FrequencyBodyAccelartionMagnitudeMean -0.92900
       4            SITTING     FrequencyBodyAccelartionMagnitudeStdDev -0.91982
       4            SITTING   FrequencyBodyAccelartionJerkMagnitudeMean -0.96250
       4            SITTING FrequencyBodyAccelartionJerkMagnitudeStdDev -0.96158
       4            SITTING        FrequencyBodyGyroscopicMagnitudeMean -0.94877
       4            SITTING      FrequencyBodyGyroscopicMagnitudeStdDev -0.92885
       4            SITTING    FrequencyBodyGyroscopicJerkMagnitudeMean -0.97655
       4            SITTING  FrequencyBodyGyroscopicJerkMagnitudeStdDev -0.97626
       4           STANDING                    TimeBodyAccelartionMeanX  0.28050
       4           STANDING                    TimeBodyAccelartionMeanY -0.00949
       4           STANDING                    TimeBodyAccelartionMeanZ -0.09616
       4           STANDING                  TimeBodyAccelartionStdDevX -0.97692
       4           STANDING                  TimeBodyAccelartionStdDevY -0.86160
       4           STANDING                  TimeBodyAccelartionStdDevZ -0.89688
       4           STANDING                 TimeGravityAccelartionMeanX  0.95620
       4           STANDING                 TimeGravityAccelartionMeanY -0.07590
       4           STANDING                 TimeGravityAccelartionMeanZ  0.16689
       4           STANDING               TimeGravityAccelartionStdDevX -0.97291
       4           STANDING               TimeGravityAccelartionStdDevY -0.91761
       4           STANDING               TimeGravityAccelartionStdDevZ -0.89940
       4           STANDING                TimeBodyAccelartionJerkMeanX  0.07213
       4           STANDING                TimeBodyAccelartionJerkMeanY -0.00653
       4           STANDING                TimeBodyAccelartionJerkMeanZ -0.02119
       4           STANDING              TimeBodyAccelartionJerkStdDevX -0.97259
       4           STANDING              TimeBodyAccelartionJerkStdDevY -0.93835
       4           STANDING              TimeBodyAccelartionJerkStdDevZ -0.97305
       4           STANDING                     TimeBodyGyroscopicMeanX -0.03064
       4           STANDING                     TimeBodyGyroscopicMeanY -0.06182
       4           STANDING                     TimeBodyGyroscopicMeanZ  0.07556
       4           STANDING                   TimeBodyGyroscopicStdDevX -0.90969
       4           STANDING                   TimeBodyGyroscopicStdDevY -0.94923
       4           STANDING                   TimeBodyGyroscopicStdDevZ -0.91000
       4           STANDING                 TimeBodyGyroscopicJerkMeanX -0.10306
       4           STANDING                 TimeBodyGyroscopicJerkMeanY -0.04613
       4           STANDING                 TimeBodyGyroscopicJerkMeanZ -0.04908
       4           STANDING               TimeBodyGyroscopicJerkStdDevX -0.94963
       4           STANDING               TimeBodyGyroscopicJerkStdDevY -0.97607
       4           STANDING               TimeBodyGyroscopicJerkStdDevZ -0.95798
       4           STANDING            TimeBodyAccelartionMagnitudeMean -0.90648
       4           STANDING          TimeBodyAccelartionMagnitudeStdDev -0.89098
       4           STANDING         TimeGravityAccelartionMagnitudeMean -0.90648
       4           STANDING       TimeGravityAccelartionMagnitudeStdDev -0.89098
       4           STANDING        TimeBodyAccelartionJerkMagnitudeMean -0.96337
       4           STANDING      TimeBodyAccelartionJerkMagnitudeStdDev -0.95816
       4           STANDING             TimeBodyGyroscopicMagnitudeMean -0.90098
       4           STANDING           TimeBodyGyroscopicMagnitudeStdDev -0.88514
       4           STANDING         TimeBodyGyroscopicJerkMagnitudeMean -0.96761
       4           STANDING       TimeBodyGyroscopicJerkMagnitudeStdDev -0.96428
       4           STANDING               FrequencyBodyAccelartionMeanX -0.97350
       4           STANDING               FrequencyBodyAccelartionMeanY -0.88955
       4           STANDING               FrequencyBodyAccelartionMeanZ -0.93164
       4           STANDING             FrequencyBodyAccelartionStdDevX -0.97874
       4           STANDING             FrequencyBodyAccelartionStdDevY -0.85738
       4           STANDING             FrequencyBodyAccelartionStdDevZ -0.88755
       4           STANDING           FrequencyBodyAccelartionJerkMeanX -0.97231
       4           STANDING           FrequencyBodyAccelartionJerkMeanY -0.93762
       4           STANDING           FrequencyBodyAccelartionJerkMeanZ -0.96865
       4           STANDING         FrequencyBodyAccelartionJerkStdDevX -0.97571
       4           STANDING         FrequencyBodyAccelartionJerkStdDevY -0.94408
       4           STANDING         FrequencyBodyAccelartionJerkStdDevZ -0.97623
       4           STANDING                FrequencyBodyGyroscopicMeanX -0.90546
       4           STANDING                FrequencyBodyGyroscopicMeanY -0.95599
       4           STANDING                FrequencyBodyGyroscopicMeanZ -0.91528
       4           STANDING              FrequencyBodyGyroscopicStdDevX -0.91246
       4           STANDING              FrequencyBodyGyroscopicStdDevY -0.94583
       4           STANDING              FrequencyBodyGyroscopicStdDevZ -0.91665
       4           STANDING       FrequencyBodyAccelartionMagnitudeMean -0.91761
       4           STANDING     FrequencyBodyAccelartionMagnitudeStdDev -0.89534
       4           STANDING   FrequencyBodyAccelartionJerkMagnitudeMean -0.95614
       4           STANDING FrequencyBodyAccelartionJerkMagnitudeStdDev -0.96003
       4           STANDING        FrequencyBodyGyroscopicMagnitudeMean -0.91421
       4           STANDING      FrequencyBodyGyroscopicMagnitudeStdDev -0.88719
       4           STANDING    FrequencyBodyGyroscopicJerkMagnitudeMean -0.96447
       4           STANDING  FrequencyBodyGyroscopicJerkMagnitudeStdDev -0.96643
       4             LAYING                    TimeBodyAccelartionMeanX  0.26356
       4             LAYING                    TimeBodyAccelartionMeanY -0.01500
       4             LAYING                    TimeBodyAccelartionMeanZ -0.11069
       4             LAYING                  TimeBodyAccelartionStdDevX -0.95419
       4             LAYING                  TimeBodyAccelartionStdDevY -0.94171
       4             LAYING                  TimeBodyAccelartionStdDevZ -0.96267
       4             LAYING                 TimeGravityAccelartionMeanX -0.42066
       4             LAYING                 TimeGravityAccelartionMeanY  0.91517
       4             LAYING                 TimeGravityAccelartionMeanZ  0.34153
       4             LAYING               TimeGravityAccelartionStdDevX -0.92120
       4             LAYING               TimeGravityAccelartionStdDevY -0.96982
       4             LAYING               TimeGravityAccelartionStdDevZ -0.97618
       4             LAYING                TimeBodyAccelartionJerkMeanX  0.09345
       4             LAYING                TimeBodyAccelartionJerkMeanY  0.00693
       4             LAYING                TimeBodyAccelartionJerkMeanZ -0.00641
       4             LAYING              TimeBodyAccelartionJerkStdDevX -0.97830
       4             LAYING              TimeBodyAccelartionJerkStdDevY -0.94221
       4             LAYING              TimeBodyAccelartionJerkStdDevZ -0.97851
       4             LAYING                     TimeBodyGyroscopicMeanX -0.00923
       4             LAYING                     TimeBodyGyroscopicMeanY -0.09301
       4             LAYING                     TimeBodyGyroscopicMeanZ  0.16972
       4             LAYING                   TimeBodyGyroscopicStdDevX -0.97310
       4             LAYING                   TimeBodyGyroscopicStdDevY -0.96111
       4             LAYING                   TimeBodyGyroscopicStdDevZ -0.96207
       4             LAYING                 TimeBodyGyroscopicJerkMeanX -0.10502
       4             LAYING                 TimeBodyGyroscopicJerkMeanY -0.03812
       4             LAYING                 TimeBodyGyroscopicJerkMeanZ -0.07122
       4             LAYING               TimeBodyGyroscopicJerkStdDevX -0.97510
       4             LAYING               TimeBodyGyroscopicJerkStdDevY -0.98686
       4             LAYING               TimeBodyGyroscopicJerkStdDevZ -0.98397
       4             LAYING            TimeBodyAccelartionMagnitudeMean -0.95456
       4             LAYING          TimeBodyAccelartionMagnitudeStdDev -0.93129
       4             LAYING         TimeGravityAccelartionMagnitudeMean -0.95456
       4             LAYING       TimeGravityAccelartionMagnitudeStdDev -0.93129
       4             LAYING        TimeBodyAccelartionJerkMagnitudeMean -0.97010
       4             LAYING      TimeBodyAccelartionJerkMagnitudeStdDev -0.96079
       4             LAYING             TimeBodyGyroscopicMagnitudeMean -0.93024
       4             LAYING           TimeBodyGyroscopicMagnitudeStdDev -0.94703
       4             LAYING         TimeBodyGyroscopicJerkMagnitudeMean -0.98507
       4             LAYING       TimeBodyGyroscopicJerkMagnitudeStdDev -0.98270
       4             LAYING               FrequencyBodyAccelartionMeanX -0.95880
       4             LAYING               FrequencyBodyAccelartionMeanY -0.93888
       4             LAYING               FrequencyBodyAccelartionMeanZ -0.96750
       4             LAYING             FrequencyBodyAccelartionStdDevX -0.95246
       4             LAYING             FrequencyBodyAccelartionStdDevY -0.94638
       4             LAYING             FrequencyBodyAccelartionStdDevZ -0.96215
       4             LAYING           FrequencyBodyAccelartionJerkMeanX -0.97854
       4             LAYING           FrequencyBodyAccelartionJerkMeanY -0.94397
       4             LAYING           FrequencyBodyAccelartionJerkMeanZ -0.97538
       4             LAYING         FrequencyBodyAccelartionJerkStdDevX -0.98008
       4             LAYING         FrequencyBodyAccelartionJerkStdDevY -0.94437
       4             LAYING         FrequencyBodyAccelartionJerkStdDevZ -0.98026
       4             LAYING                FrequencyBodyGyroscopicMeanX -0.96720
       4             LAYING                FrequencyBodyGyroscopicMeanY -0.97219
       4             LAYING                FrequencyBodyGyroscopicMeanZ -0.96148
       4             LAYING              FrequencyBodyGyroscopicStdDevX -0.97509
       4             LAYING              FrequencyBodyGyroscopicStdDevY -0.95618
       4             LAYING              FrequencyBodyGyroscopicStdDevZ -0.96581
       4             LAYING       FrequencyBodyAccelartionMagnitudeMean -0.93939
       4             LAYING     FrequencyBodyAccelartionMagnitudeStdDev -0.93719
       4             LAYING   FrequencyBodyAccelartionJerkMagnitudeMean -0.96229
       4             LAYING FrequencyBodyAccelartionJerkMagnitudeStdDev -0.95804
       4             LAYING        FrequencyBodyGyroscopicMagnitudeMean -0.96156
       4             LAYING      FrequencyBodyGyroscopicMagnitudeStdDev -0.94710
       4             LAYING    FrequencyBodyGyroscopicJerkMagnitudeMean -0.98361
       4             LAYING  FrequencyBodyGyroscopicJerkMagnitudeStdDev -0.98254
       5            WALKING                    TimeBodyAccelartionMeanX  0.27784
       5            WALKING                    TimeBodyAccelartionMeanY -0.01729
       5            WALKING                    TimeBodyAccelartionMeanZ -0.10774
       5            WALKING                  TimeBodyAccelartionStdDevX -0.29410
       5            WALKING                  TimeBodyAccelartionStdDevY  0.07675
       5            WALKING                  TimeBodyAccelartionStdDevZ -0.45702
       5            WALKING                 TimeGravityAccelartionMeanX  0.97262
       5            WALKING                 TimeGravityAccelartionMeanY -0.10044
       5            WALKING                 TimeGravityAccelartionMeanZ  0.00248
       5            WALKING               TimeGravityAccelartionStdDevX -0.97935
       5            WALKING               TimeGravityAccelartionStdDevY -0.96159
       5            WALKING               TimeGravityAccelartionStdDevZ -0.96458
       5            WALKING                TimeBodyAccelartionJerkMeanX  0.08459
       5            WALKING                TimeBodyAccelartionJerkMeanY -0.01632
       5            WALKING                TimeBodyAccelartionJerkMeanZ  0.00008
       5            WALKING              TimeBodyAccelartionJerkStdDevX -0.30289
       5            WALKING              TimeBodyAccelartionJerkStdDevY -0.09104
       5            WALKING              TimeBodyAccelartionJerkStdDevZ -0.61290
       5            WALKING                     TimeBodyGyroscopicMeanX -0.04889
       5            WALKING                     TimeBodyGyroscopicMeanY -0.06901
       5            WALKING                     TimeBodyGyroscopicMeanZ  0.08154
       5            WALKING                   TimeBodyGyroscopicStdDevX -0.49088
       5            WALKING                   TimeBodyGyroscopicStdDevY -0.50462
       5            WALKING                   TimeBodyGyroscopicStdDevZ -0.31870
       5            WALKING                 TimeBodyGyroscopicJerkMeanX -0.08884
       5            WALKING                 TimeBodyGyroscopicJerkMeanY -0.04496
       5            WALKING                 TimeBodyGyroscopicJerkMeanZ -0.04827
       5            WALKING               TimeBodyGyroscopicJerkStdDevX -0.35768
       5            WALKING               TimeBodyGyroscopicJerkStdDevY -0.57144
       5            WALKING               TimeBodyGyroscopicJerkStdDevZ -0.15768
       5            WALKING            TimeBodyAccelartionMagnitudeMean -0.15834
       5            WALKING          TimeBodyAccelartionMagnitudeStdDev -0.37718
       5            WALKING         TimeGravityAccelartionMagnitudeMean -0.15834
       5            WALKING       TimeGravityAccelartionMagnitudeStdDev -0.37718
       5            WALKING        TimeBodyAccelartionJerkMagnitudeMean -0.28833
       5            WALKING      TimeBodyAccelartionJerkMagnitudeStdDev -0.28224
       5            WALKING             TimeBodyGyroscopicMagnitudeMean -0.35593
       5            WALKING           TimeBodyGyroscopicMagnitudeStdDev -0.49218
       5            WALKING         TimeBodyGyroscopicJerkMagnitudeMean -0.44453
       5            WALKING       TimeBodyGyroscopicJerkMagnitudeStdDev -0.48920
       5            WALKING               FrequencyBodyAccelartionMeanX -0.28778
       5            WALKING               FrequencyBodyAccelartionMeanY  0.00946
       5            WALKING               FrequencyBodyAccelartionMeanZ -0.49025
       5            WALKING             FrequencyBodyAccelartionStdDevX -0.29752
       5            WALKING             FrequencyBodyAccelartionStdDevY  0.04260
       5            WALKING             FrequencyBodyAccelartionStdDevZ -0.48306
       5            WALKING           FrequencyBodyAccelartionJerkMeanX -0.34495
       5            WALKING           FrequencyBodyAccelartionJerkMeanY -0.18106
       5            WALKING           FrequencyBodyAccelartionJerkMeanZ -0.59050
       5            WALKING         FrequencyBodyAccelartionJerkStdDevX -0.32139
       5            WALKING         FrequencyBodyAccelartionJerkStdDevY -0.05452
       5            WALKING         FrequencyBodyAccelartionJerkStdDevZ -0.63343
       5            WALKING                FrequencyBodyGyroscopicMeanX -0.37267
       5            WALKING                FrequencyBodyGyroscopicMeanY -0.51395
       5            WALKING                FrequencyBodyGyroscopicMeanZ -0.21313
       5            WALKING              FrequencyBodyGyroscopicStdDevX -0.52939
       5            WALKING              FrequencyBodyGyroscopicStdDevY -0.50268
       5            WALKING              FrequencyBodyGyroscopicStdDevZ -0.42037
       5            WALKING       FrequencyBodyAccelartionMagnitudeMean -0.30499
       5            WALKING     FrequencyBodyAccelartionMagnitudeStdDev -0.51964
       5            WALKING   FrequencyBodyAccelartionJerkMagnitudeMean -0.26948
       5            WALKING FrequencyBodyAccelartionJerkMagnitudeStdDev -0.30569
       5            WALKING        FrequencyBodyGyroscopicMagnitudeMean -0.48426
       5            WALKING      FrequencyBodyGyroscopicMagnitudeStdDev -0.58974
       5            WALKING    FrequencyBodyGyroscopicJerkMagnitudeMean -0.54805
       5            WALKING  FrequencyBodyGyroscopicJerkMagnitudeStdDev -0.45567
       5   WALKING_UPSTAIRS                    TimeBodyAccelartionMeanX  0.26846
       5   WALKING_UPSTAIRS                    TimeBodyAccelartionMeanY -0.03253
       5   WALKING_UPSTAIRS                    TimeBodyAccelartionMeanZ -0.10747
       5   WALKING_UPSTAIRS                  TimeBodyAccelartionStdDevX -0.04572
       5   WALKING_UPSTAIRS                  TimeBodyAccelartionStdDevY  0.18502
       5   WALKING_UPSTAIRS                  TimeBodyAccelartionStdDevZ -0.30894
       5   WALKING_UPSTAIRS                 TimeGravityAccelartionMeanX  0.93682
       5   WALKING_UPSTAIRS                 TimeGravityAccelartionMeanY -0.26594
       5   WALKING_UPSTAIRS                 TimeGravityAccelartionMeanZ -0.02320
       5   WALKING_UPSTAIRS               TimeGravityAccelartionStdDevX -0.95358
       5   WALKING_UPSTAIRS               TimeGravityAccelartionStdDevY -0.90051
       5   WALKING_UPSTAIRS               TimeGravityAccelartionStdDevZ -0.92142
       5   WALKING_UPSTAIRS                TimeBodyAccelartionJerkMeanX  0.07954
       5   WALKING_UPSTAIRS                TimeBodyAccelartionJerkMeanY  0.01401
       5   WALKING_UPSTAIRS                TimeBodyAccelartionJerkMeanZ -0.02559
       5   WALKING_UPSTAIRS              TimeBodyAccelartionJerkStdDevX -0.22390
       5   WALKING_UPSTAIRS              TimeBodyAccelartionJerkStdDevY -0.12503
       5   WALKING_UPSTAIRS              TimeBodyAccelartionJerkStdDevZ -0.63837
       5   WALKING_UPSTAIRS                     TimeBodyGyroscopicMeanX  0.03952
       5   WALKING_UPSTAIRS                     TimeBodyGyroscopicMeanY -0.11720
       5   WALKING_UPSTAIRS                     TimeBodyGyroscopicMeanZ  0.04244
       5   WALKING_UPSTAIRS                   TimeBodyGyroscopicStdDevX -0.44334
       5   WALKING_UPSTAIRS                   TimeBodyGyroscopicStdDevY -0.44035
       5   WALKING_UPSTAIRS                   TimeBodyGyroscopicStdDevZ -0.26545
       5   WALKING_UPSTAIRS                 TimeBodyGyroscopicJerkMeanX -0.14303
       5   WALKING_UPSTAIRS                 TimeBodyGyroscopicJerkMeanY -0.05599
       5   WALKING_UPSTAIRS                 TimeBodyGyroscopicJerkMeanZ -0.05349
       5   WALKING_UPSTAIRS               TimeBodyGyroscopicJerkStdDevX -0.30525
       5   WALKING_UPSTAIRS               TimeBodyGyroscopicJerkStdDevY -0.63182
       5   WALKING_UPSTAIRS               TimeBodyGyroscopicJerkStdDevZ -0.28215
       5   WALKING_UPSTAIRS            TimeBodyAccelartionMagnitudeMean  0.04356
       5   WALKING_UPSTAIRS          TimeBodyAccelartionMagnitudeStdDev -0.13674
       5   WALKING_UPSTAIRS         TimeGravityAccelartionMagnitudeMean  0.04356
       5   WALKING_UPSTAIRS       TimeGravityAccelartionMagnitudeStdDev -0.13674
       5   WALKING_UPSTAIRS        TimeBodyAccelartionJerkMagnitudeMean -0.24740
       5   WALKING_UPSTAIRS      TimeBodyAccelartionJerkMagnitudeStdDev -0.31019
       5   WALKING_UPSTAIRS             TimeBodyGyroscopicMagnitudeMean -0.23552
       5   WALKING_UPSTAIRS           TimeBodyGyroscopicMagnitudeStdDev -0.35469
       5   WALKING_UPSTAIRS         TimeBodyGyroscopicJerkMagnitudeMean -0.47349
       5   WALKING_UPSTAIRS       TimeBodyGyroscopicJerkMagnitudeStdDev -0.55799
       5   WALKING_UPSTAIRS               FrequencyBodyAccelartionMeanX -0.16149
       5   WALKING_UPSTAIRS               FrequencyBodyAccelartionMeanY  0.07289
       5   WALKING_UPSTAIRS               FrequencyBodyAccelartionMeanZ -0.45747
       5   WALKING_UPSTAIRS             FrequencyBodyAccelartionStdDevX -0.00474
       5   WALKING_UPSTAIRS             FrequencyBodyAccelartionStdDevY  0.16504
       5   WALKING_UPSTAIRS             FrequencyBodyAccelartionStdDevZ -0.28926
       5   WALKING_UPSTAIRS           FrequencyBodyAccelartionJerkMeanX -0.28973
       5   WALKING_UPSTAIRS           FrequencyBodyAccelartionJerkMeanY -0.19682
       5   WALKING_UPSTAIRS           FrequencyBodyAccelartionJerkMeanZ -0.60672
       5   WALKING_UPSTAIRS         FrequencyBodyAccelartionJerkStdDevX -0.22533
       5   WALKING_UPSTAIRS         FrequencyBodyAccelartionJerkStdDevY -0.10531
       5   WALKING_UPSTAIRS         FrequencyBodyAccelartionJerkStdDevZ -0.66883
       5   WALKING_UPSTAIRS                FrequencyBodyGyroscopicMeanX -0.26362
       5   WALKING_UPSTAIRS                FrequencyBodyGyroscopicMeanY -0.51661
       5   WALKING_UPSTAIRS                FrequencyBodyGyroscopicMeanZ -0.13980
       5   WALKING_UPSTAIRS              FrequencyBodyGyroscopicStdDevX -0.50169
       5   WALKING_UPSTAIRS              FrequencyBodyGyroscopicStdDevY -0.40349
       5   WALKING_UPSTAIRS              FrequencyBodyGyroscopicStdDevZ -0.38038
       5   WALKING_UPSTAIRS       FrequencyBodyAccelartionMagnitudeMean -0.16926
       5   WALKING_UPSTAIRS     FrequencyBodyAccelartionMagnitudeStdDev -0.25409
       5   WALKING_UPSTAIRS   FrequencyBodyAccelartionJerkMagnitudeMean -0.26467
       5   WALKING_UPSTAIRS FrequencyBodyAccelartionJerkMagnitudeStdDev -0.37862
       5   WALKING_UPSTAIRS        FrequencyBodyGyroscopicMagnitudeMean -0.39256
       5   WALKING_UPSTAIRS      FrequencyBodyGyroscopicMagnitudeStdDev -0.44045
       5   WALKING_UPSTAIRS    FrequencyBodyGyroscopicJerkMagnitudeMean -0.57134
       5   WALKING_UPSTAIRS  FrequencyBodyGyroscopicJerkMagnitudeStdDev -0.57249
       5 WALKING_DOWNSTAIRS                    TimeBodyAccelartionMeanX  0.29354
       5 WALKING_DOWNSTAIRS                    TimeBodyAccelartionMeanY -0.00850
